group,names,scores,logfoldchanges,pvals,pvals_adj
2,STK35,-0.0033281462,-0.20363846,0.9973445284882865,0.9987720386333211
2,SPAG4,-0.003618955,0.09602684,0.9971124979692301,0.9987720386333211
2,ARVCF,-0.006365483,0.15244651,0.9949211133906555,0.9987720386333211
2,HIST1H2AL,-0.0063977954,0.11029708,0.9948953325912202,0.9987720386333211
2,CTC-273B12.10,-0.0063977954,0.11045441,0.9948953325912202,0.9987720386333211
2,ZNF587B,-0.0063977954,0.10951499,0.9948953325912202,0.9987720386333211
2,ZNF772,-0.0063977954,0.10592117,0.9948953325912202,0.9987720386333211
2,MCF2L2,-0.0063977954,0.10570324,0.9948953325912202,0.9987720386333211
2,C17orf107,-0.0063977954,0.1085209,0.9948953325912202,0.9987720386333211
2,CTD-2537I9.12,-0.0063977954,0.11737786,0.9948953325912202,0.9987720386333211
2,PBLD,-0.0063977954,0.10970903,0.9948953325912202,0.9987720386333211
2,BGLAP,-0.0063977954,0.10799722,0.9948953325912202,0.9987720386333211
2,LGALSL,-0.0063977954,0.11529248,0.9948953325912202,0.9987720386333211
2,AC007386.2,-0.0063977954,0.10864944,0.9948953325912202,0.9987720386333211
2,SMIM5,-0.0063977954,0.11200673,0.9948953325912202,0.9987720386333211
2,ARMCX5,-0.008659642,2.3980353,0.9930906914130848,0.9987720386333211
2,RP11-473I1.5,-0.010016751,0.33933845,0.9920079230818255,0.9987720386333211
2,FAM210B,-0.011696979,-0.42930776,0.9906673733789664,0.9987720386333211
2,RP11-517P14.2,-0.012666343,0.14483796,0.9898939910613608,0.9987720386333211
2,SEPT5,-0.012730966,0.1659967,0.9898424325697762,0.9987720386333211
2,RP5-894A10.2,-0.012730966,0.15473959,0.9898424325697762,0.9987720386333211
2,AC092295.7,-0.012795591,0.2522787,0.9897908741206104,0.9987720386333211
2,ZNF69,-0.012795591,0.24956031,0.9897908741206104,0.9987720386333211
2,MTIF2,-0.012989463,-1.1607682,0.9896361990297772,0.9987720386333211
2,C5orf24,-0.0130217755,,0.9896104198856845,0.9987720386333211
2,RP11-5C23.1,-0.013118712,0.30177787,0.9895330825185952,0.9987720386333211
2,GOLGB1,-0.015315935,,0.9877801299845773,0.9987720386333211
2,MGA,-0.01754547,,0.9860014590771028,0.9987720386333211
2,C8orf44,-0.018094774,1.7565933,0.9855632461519475,0.9987720386333211
2,MPP5,-0.019484196,0.623177,0.9844548449664523,0.9987720386333211
2,AC132872.2,-0.01954882,0.6392361,0.9844032921366648,0.9987720386333211
2,IDUA,-0.019742692,1.0798451,0.9842486340389314,0.9987720386333211
2,RP1-28O10.1,-0.021939915,0.42249674,0.9824958850350369,0.9987720386333211
2,FSTL1,-0.021972226,0.34672326,0.9824701099240711,0.9987720386333211
2,TGFB1I1,-0.021972226,0.36196426,0.9824701099240711,0.9987720386333211
2,LINC00886,-0.021972226,0.43470982,0.9824701099240711,0.9987720386333211
2,C11orf35,-0.021972226,0.34903404,0.9824701099240711,0.9987720386333211
2,ARHGAP19,-0.021972226,0.3802677,0.9824701099240711,0.9987720386333211
2,JAM3,-0.021972226,0.3591991,0.9824701099240711,0.9987720386333211
2,RHBDL1,-0.021972226,0.35802177,0.9824701099240711,0.9987720386333211
2,AP4B1-AS1,-0.021972226,0.35336253,0.9824701099240711,0.9987720386333211
2,ZNF653,-0.021972226,0.356668,0.9824701099240711,0.9987720386333211
2,FAM161A,-0.021972226,0.34543034,0.9824701099240711,0.9987720386333211
2,PARS2,-0.021972226,0.36984527,0.9824701099240711,0.9987720386333211
2,CTD-2015H6.3,-0.021972226,0.35664952,0.9824701099240711,0.9987720386333211
2,CXCR1,-0.021972226,0.3609591,0.9824701099240711,0.9987720386333211
2,CHML,-0.021972226,0.359114,0.9824701099240711,0.9987720386333211
2,ZNF630,-0.021972226,0.34884843,0.9824701099240711,0.9987720386333211
2,LRRC69,-0.021972226,0.3617378,0.9824701099240711,0.9987720386333211
2,TSC22D2,-0.024395633,,0.9805370306461093,0.9987720386333211
2,IL6,-0.025978927,0.82912767,0.9792741465318315,0.9987720386333211
2,DAB2,-0.026398985,0.7961042,0.9789391042329912,0.9987720386333211
2,DENND5B,-0.028240774,0.39486355,0.9774701172597876,0.9987720386333211
2,PTCH1,-0.028370023,0.53373957,0.9773670332657217,0.9987720386333211
2,AC147651.3,-0.02895164,0.7764574,0.9769031599948386,0.9987720386333211
2,ZNF625,-0.031148862,0.5784734,0.9751508216623059,0.9987720386333211
2,EYA3,-0.031956665,0.26411885,0.9745066093309211,0.9987720386333211
2,NECAB3,-0.033184525,1.7190996,0.973527438576233,0.9987720386333211
2,C9orf3,-0.03450932,0.7106688,0.9724710096560706,0.9987720386333211
2,CDHR3,-0.03496169,0.96459687,0.9721102887979375,0.9987720386333211
2,LRFN1,-0.035026316,0.8833388,0.972058757710768,0.9987720386333211
2,SETD1B,-0.03528481,,0.9718526345306686,0.9987720386333211
2,ARHGAP24,-0.03648036,0.6216275,0.9708993394941645,0.9987720386333211
2,MYO1E,-0.037482034,0.560173,0.9701006647949837,0.9987720386333211
2,TPM2,-0.037514348,0.5791299,0.9700749015899512,0.9987720386333211
2,DNASE1L3,-0.037514348,0.65199035,0.9700749015899512,0.9987720386333211
2,AC004257.3,-0.037514348,0.56541115,0.9700749015899512,0.9987720386333211
2,RFPL2,-0.037546657,0.6589844,0.970049138416148,0.9987720386333211
2,USP3-AS1,-0.037546657,0.59197223,0.970049138416148,0.9987720386333211
2,AC011558.5,-0.037546657,0.57533014,0.970049138416148,0.9987720386333211
2,FAXDC2,-0.037546657,0.608591,0.970049138416148,0.9987720386333211
2,C1orf198,-0.037546657,0.595994,0.970049138416148,0.9987720386333211
2,PYGM,-0.037546657,0.56106144,0.970049138416148,0.9987720386333211
2,MARS2,-0.037546657,0.56931084,0.970049138416148,0.9987720386333211
2,THBS1,-0.037546657,0.6008142,0.970049138416148,0.9987720386333211
2,AVIL,-0.037546657,0.59060234,0.970049138416148,0.9987720386333211
2,WBP2NL,-0.037546657,0.5969635,0.970049138416148,0.9987720386333211
2,EML6,-0.037546657,0.6228248,0.970049138416148,0.9987720386333211
2,RP11-385F7.1,-0.037546657,0.60418206,0.970049138416148,0.9987720386333211
2,RP1-315G1.3,-0.037546657,0.59552073,0.970049138416148,0.9987720386333211
2,ITPR1,-0.04064862,0.92410815,0.9675760232196827,0.9987720386333211
2,HILPDA,-0.043815207,0.5586744,0.9650517065883335,0.9987720386333211
2,EARS2,-0.043815207,0.8337448,0.9650517065883335,0.9987720386333211
2,UTP14C,-0.043815207,0.75842625,0.9650517065883335,0.9987720386333211
2,PPP1R13L,-0.04387983,0.74926496,0.9650001934830085,0.9987720386333211
2,C16orf52,-0.04387983,0.83412856,0.9650001934830085,0.9987720386333211
2,TMEM40,-0.04420295,0.88555145,0.9647426301518093,0.9987720386333211
2,KCTD11,-0.044235263,0.8711605,0.9647168740205765,0.9987720386333211
2,TUBB1,-0.04497844,2.6962535,0.9641244932172298,0.9987720386333211
2,NOL9,-0.04575393,3.3564963,0.9635063778431042,0.9987720386333211
2,SCGB1B2P,-0.046723295,0.75185364,0.9627337645099666,0.9987720386333211
2,LINC01119,-0.046723295,0.7840766,0.9627337645099666,0.9987720386333211
2,SYTL4,-0.046723295,0.7694294,0.9627337645099666,0.9987720386333211
2,CLCN4,-0.046723295,0.77222323,0.9627337645099666,0.9987720386333211
2,CTC-523E23.1,-0.046723295,0.74575055,0.9627337645099666,0.9987720386333211
2,AC068580.6,-0.046723295,0.78730696,0.9627337645099666,0.9987720386333211
2,BEND2,-0.046723295,0.8015958,0.9627337645099666,0.9987720386333211
2,ZNF492,-0.046723295,0.7470084,0.9627337645099666,0.9987720386333211
2,RP3-380B8.4,-0.046723295,0.75065684,0.9627337645099666,0.9987720386333211
2,WNK3,-0.046723295,0.74607635,0.9627337645099666,0.9987720386333211
2,SOX13,-0.046723295,0.80649114,0.9627337645099666,0.9987720386333211
2,CTC-260E6.6,-0.046723295,0.77071416,0.9627337645099666,0.9987720386333211
2,DTX4,-0.046723295,0.76735014,0.9627337645099666,0.9987720386333211
2,PRDM11,-0.046723295,0.7472488,0.9627337645099666,0.9987720386333211
2,RP11-359K18.3,-0.046723295,0.7521924,0.9627337645099666,0.9987720386333211
2,RBFOX2,-0.046723295,0.7475876,0.9627337645099666,0.9987720386333211
2,ZNF208,-0.046723295,0.7576024,0.9627337645099666,0.9987720386333211
2,C19orf44,-0.046723295,0.7781557,0.9627337645099666,0.9987720386333211
2,YY2,-0.046723295,0.7492923,0.9627337645099666,0.9987720386333211
2,MEIS1,-0.046723295,0.7862804,0.9627337645099666,0.9987720386333211
2,CTC-209H22.3,-0.046723295,0.7633766,0.9627337645099666,0.9987720386333211
2,ZNF711,-0.046723295,0.75145286,0.9627337645099666,0.9987720386333211
2,RP11-477N3.1,-0.046723295,0.7471137,0.9627337645099666,0.9987720386333211
2,KHDRBS2,-0.046723295,0.7547785,0.9627337645099666,0.9987720386333211
2,SORBS1,-0.046723295,0.75242364,0.9627337645099666,0.9987720386333211
2,KRTAP5-AS1,-0.046723295,0.78305334,0.9627337645099666,0.9987720386333211
2,RP11-159H10.3,-0.046723295,0.7623239,0.9627337645099666,0.9987720386333211
2,CTAGE9,-0.046723295,0.7494871,0.9627337645099666,0.9987720386333211
2,LCN2,-0.046723295,0.7782762,0.9627337645099666,0.9987720386333211
2,RP11-247A12.2,-0.046723295,0.81527144,0.9627337645099666,0.9987720386333211
2,ENAH,-0.046723295,0.7532473,0.9627337645099666,0.9987720386333211
2,MAMSTR,-0.046723295,0.7459602,0.9627337645099666,0.9987720386333211
2,Y_RNA,-0.046723295,0.75285935,0.9627337645099666,0.9987720386333211
2,DNAJC5B,-0.046723295,0.7725106,0.9627337645099666,0.9987720386333211
2,C9orf147,-0.046723295,0.7532251,0.9627337645099666,0.9987720386333211
2,RP11-707M3.3,-0.046723295,0.7463016,0.9627337645099666,0.9987720386333211
2,EPM2A,-0.046723295,0.7459999,0.9627337645099666,0.9987720386333211
2,LCNL1,-0.046723295,0.8034853,0.9627337645099666,0.9987720386333211
2,SUMO4,-0.046723295,0.75445676,0.9627337645099666,0.9987720386333211
2,LRRC26,-0.046723295,0.7988159,0.9627337645099666,0.9987720386333211
2,RP11-111J6.2,-0.046723295,0.7572458,0.9627337645099666,0.9987720386333211
2,RP3-486I3.7,-0.046723295,0.74705565,0.9627337645099666,0.9987720386333211
2,CTB-114C7.4,-0.046723295,0.7557387,0.9627337645099666,0.9987720386333211
2,CCDC3,-0.046723295,0.80717313,0.9627337645099666,0.9987720386333211
2,ZNF578,-0.046723295,0.7465054,0.9627337645099666,0.9987720386333211
2,BNC2,-0.046723295,0.7689707,0.9627337645099666,0.9987720386333211
2,RP11-505P4.6,-0.046723295,0.74999136,0.9627337645099666,0.9987720386333211
2,GS1-393G12.14,-0.046723295,0.76054,0.9627337645099666,0.9987720386333211
2,CTD-3093M3.1,-0.046723295,0.77565366,0.9627337645099666,0.9987720386333211
2,AC008440.5,-0.046723295,0.74790055,0.9627337645099666,0.9987720386333211
2,ZNF415,-0.046723295,0.7482098,0.9627337645099666,0.9987720386333211
2,BOP1,-0.046723295,0.7468449,0.9627337645099666,0.9987720386333211
2,TPO,-0.046723295,0.7658629,0.9627337645099666,0.9987720386333211
2,RP11-661A12.12,-0.046723295,0.74586284,0.9627337645099666,0.9987720386333211
2,RP11-661A12.14,-0.046723295,0.7565697,0.9627337645099666,0.9987720386333211
2,ITPKB-AS1,-0.046723295,0.75233936,0.9627337645099666,0.9987720386333211
2,AC083843.2,-0.046723295,0.7490565,0.9627337645099666,0.9987720386333211
2,RP11-11N7.4,-0.046723295,0.7478211,0.9627337645099666,0.9987720386333211
2,RP5-1112D6.4,-0.046723295,0.74576133,0.9627337645099666,0.9987720386333211
2,RP11-138I18.2,-0.046723295,0.7547583,0.9627337645099666,0.9987720386333211
2,RP11-15A1.7,-0.046723295,0.74611676,0.9627337645099666,0.9987720386333211
2,SCT,-0.046723295,0.76924604,0.9627337645099666,0.9987720386333211
2,SCARF2,-0.046723295,0.74723023,0.9627337645099666,0.9987720386333211
2,CTD-2541M15.1,-0.046723295,0.80864483,0.9627337645099666,0.9987720386333211
2,HIST1H4K,-0.046723295,0.7718143,0.9627337645099666,0.9987720386333211
2,RP11-490M8.1,-0.046723295,0.76681745,0.9627337645099666,0.9987720386333211
2,WDR11-AS1,-0.046723295,0.7815657,0.9627337645099666,0.9987720386333211
2,HIST1H2BH,-0.046723295,0.7473578,0.9627337645099666,0.9987720386333211
2,LINC00959,-0.046723295,0.7981579,0.9627337645099666,0.9987720386333211
2,NEK2,-0.046723295,0.9475119,0.9627337645099666,0.9987720386333211
2,TLL2,-0.046723295,0.75328296,0.9627337645099666,0.9987720386333211
2,HIST1H2BF,-0.046723295,0.7467044,0.9627337645099666,0.9987720386333211
2,RP4-773N10.4,-0.046723295,0.8174713,0.9627337645099666,0.9987720386333211
2,NPPA-AS1,-0.046723295,0.7606867,0.9627337645099666,0.9987720386333211
2,CTA-445C9.14,-0.046723295,0.8197529,0.9627337645099666,0.9987720386333211
2,FRMPD3,-0.046723295,0.80424976,0.9627337645099666,0.9987720386333211
2,NUP62CL,-0.046723295,0.75463647,0.9627337645099666,0.9987720386333211
2,ZNF425,-0.046723295,0.7949154,0.9627337645099666,0.9987720386333211
2,CTC-550B14.7,-0.046723295,0.76071703,0.9627337645099666,0.9987720386333211
2,KLHL29,-0.046723295,0.7490529,0.9627337645099666,0.9987720386333211
2,AC012074.2,-0.046723295,0.7461334,0.9627337645099666,0.9987720386333211
2,VIPR2,-0.046723295,0.7462973,0.9627337645099666,0.9987720386333211
2,AP000254.8,-0.046723295,0.7552673,0.9627337645099666,0.9987720386333211
2,C19orf18,-0.046723295,0.77494854,0.9627337645099666,0.9987720386333211
2,C10orf25,-0.046723295,0.7833657,0.9627337645099666,0.9987720386333211
2,HIST2H2BF,-0.046723295,0.7542806,0.9627337645099666,0.9987720386333211
2,CELSR2,-0.046723295,0.7564878,0.9627337645099666,0.9987720386333211
2,RP4-561L24.3,-0.046723295,0.8225075,0.9627337645099666,0.9987720386333211
2,CTB-102L5.4,-0.046723295,0.75296503,0.9627337645099666,0.9987720386333211
2,USP54,-0.046723295,0.7464861,0.9627337645099666,0.9987720386333211
2,RP11-137H2.4,-0.046723295,0.74605227,0.9627337645099666,0.9987720386333211
2,AC104699.1,-0.046723295,0.85640526,0.9627337645099666,0.9987720386333211
2,PANK1,-0.046723295,0.7458876,0.9627337645099666,0.9987720386333211
2,CECR5-AS1,-0.046723295,0.7660337,0.9627337645099666,0.9987720386333211
2,TRIM31,-0.046723295,0.74666685,0.9627337645099666,0.9987720386333211
2,RANBP17,-0.046723295,0.746837,0.9627337645099666,0.9987720386333211
2,FOXD2,-0.046723295,0.74654746,0.9627337645099666,0.9987720386333211
2,PLCH2,-0.046723295,0.7545184,0.9627337645099666,0.9987720386333211
2,AC008174.3,-0.046723295,0.7685469,0.9627337645099666,0.9987720386333211
2,RP11-20B24.5,-0.046723295,0.74579537,0.9627337645099666,0.9987720386333211
2,SLC6A4,-0.046723295,0.7489437,0.9627337645099666,0.9987720386333211
2,SERPINE1,-0.046723295,0.796994,0.9627337645099666,0.9987720386333211
2,NCKAP1,-0.046723295,0.76751804,0.9627337645099666,0.9987720386333211
2,LAMP5,-0.046723295,0.7856376,0.9627337645099666,0.9987720386333211
2,SLC2A1-AS1,-0.046723295,0.75492543,0.9627337645099666,0.9987720386333211
2,CTB-91J4.1,-0.046723295,0.7457256,0.9627337645099666,0.9987720386333211
2,TTC30B,-0.046723295,0.7497137,0.9627337645099666,0.9987720386333211
2,MAP1A,-0.046723295,0.804348,0.9627337645099666,0.9987720386333211
2,BOK,-0.046723295,0.76050097,0.9627337645099666,0.9987720386333211
2,CRYGS,-0.046723295,0.7558434,0.9627337645099666,0.9987720386333211
2,TNFRSF11A,-0.046723295,0.7605563,0.9627337645099666,0.9987720386333211
2,C15orf52,-0.046723295,0.76293945,0.9627337645099666,0.9987720386333211
2,CDH20,-0.046723295,0.7622488,0.9627337645099666,0.9987720386333211
2,RP11-379K17.4,-0.046723295,0.74603826,0.9627337645099666,0.9987720386333211
2,FBXL22,-0.046723295,0.77301353,0.9627337645099666,0.9987720386333211
2,WDR66,-0.046723295,0.7498823,0.9627337645099666,0.9987720386333211
2,CHRNA1,-0.046723295,0.74752516,0.9627337645099666,0.9987720386333211
2,CCNT2-AS1,-0.046723295,0.75154036,0.9627337645099666,0.9987720386333211
2,ACVR2B,-0.046723295,0.80237377,0.9627337645099666,0.9987720386333211
2,KRT86,-0.046723295,0.746314,0.9627337645099666,0.9987720386333211
2,TRIM61,-0.046723295,0.75017977,0.9627337645099666,0.9987720386333211
2,ERMN,-0.046723295,0.769059,0.9627337645099666,0.9987720386333211
2,C7orf25,-0.046723295,0.74799144,0.9627337645099666,0.9987720386333211
2,GLS2,-0.046723295,0.7886209,0.9627337645099666,0.9987720386333211
2,RP11-290L1.3,-0.046723295,0.78967774,0.9627337645099666,0.9987720386333211
2,RBL1-1,-0.046723295,0.7835448,0.9627337645099666,0.9987720386333211
2,RP11-571M6.7,-0.046723295,0.75293434,0.9627337645099666,0.9987720386333211
2,FAM106A,-0.046723295,0.7530599,0.9627337645099666,0.9987720386333211
2,RP11-106M3.3,-0.046723295,0.7484853,0.9627337645099666,0.9987720386333211
2,RP11-588G21.2,-0.046723295,0.752954,0.9627337645099666,0.9987720386333211
2,GLIPR1L2,-0.046723295,0.7610049,0.9627337645099666,0.9987720386333211
2,CD1E,-0.046723295,0.7967445,0.9627337645099666,0.9987720386333211
2,HRASLS,-0.046723295,0.83128077,0.9627337645099666,0.9987720386333211
2,RP11-302B13.5,-0.046723295,0.77280045,0.9627337645099666,0.9987720386333211
2,SPEG,-0.046723295,0.75086015,0.9627337645099666,0.9987720386333211
2,RP11-498C9.2,-0.046723295,0.74749094,0.9627337645099666,0.9987720386333211
2,HSF2BP,-0.046723295,0.75285715,0.9627337645099666,0.9987720386333211
2,LRRC16B,-0.046723295,0.7480558,0.9627337645099666,0.9987720386333211
2,MAP3K14-AS1,-0.046723295,0.74971515,0.9627337645099666,0.9987720386333211
2,AP001058.3,-0.046723295,0.782314,0.9627337645099666,0.9987720386333211
2,LINC00511,-0.046723295,0.75078446,0.9627337645099666,0.9987720386333211
2,RP1-317E23.3,-0.046723295,0.7760257,0.9627337645099666,0.9987720386333211
2,RP11-774O3.3,-0.046723295,0.7464944,0.9627337645099666,0.9987720386333211
2,DPF3,-0.046723295,0.7570434,0.9627337645099666,0.9987720386333211
2,SPOCD1,-0.046723295,0.7802264,0.9627337645099666,0.9987720386333211
2,SLC10A1,-0.046723295,0.74913234,0.9627337645099666,0.9987720386333211
2,KTN1-AS1,-0.046723295,0.74605745,0.9627337645099666,0.9987720386333211
2,DACT1,-0.046723295,0.76516634,0.9627337645099666,0.9987720386333211
2,AC195454.1,-0.046723295,0.7585689,0.9627337645099666,0.9987720386333211
2,MYO16,-0.046723295,0.7543717,0.9627337645099666,0.9987720386333211
2,EVC,-0.046723295,0.7462861,0.9627337645099666,0.9987720386333211
2,AGAP1,-0.046723295,0.7483333,0.9627337645099666,0.9987720386333211
2,FAM47E,-0.046723295,0.75512844,0.9627337645099666,0.9987720386333211
2,AL928742.12,-0.046723295,0.76219,0.9627337645099666,0.9987720386333211
2,FGF9,-0.046723295,0.7476055,0.9627337645099666,0.9987720386333211
2,RP11-656D10.3,-0.046723295,0.74934655,0.9627337645099666,0.9987720386333211
2,RP11-600F24.7,-0.046723295,0.74800205,0.9627337645099666,0.9987720386333211
2,CTD-2555C10.3,-0.046723295,0.7458801,0.9627337645099666,0.9987720386333211
2,CTD-2017C7.1,-0.046723295,0.7687221,0.9627337645099666,0.9987720386333211
2,RP11-290D2.3,-0.046723295,0.7552473,0.9627337645099666,0.9987720386333211
2,KDELC1,-0.046723295,0.7480746,0.9627337645099666,0.9987720386333211
2,MEG3,-0.046723295,0.79408973,0.9627337645099666,0.9987720386333211
2,LINC00562,-0.046723295,0.7522924,0.9627337645099666,0.9987720386333211
2,SPIRE1,-0.046723295,0.74686855,0.9627337645099666,0.9987720386333211
2,RAB12,-0.046723295,0.7793036,0.9627337645099666,0.9987720386333211
2,RP11-242D8.1,-0.046723295,0.74588805,0.9627337645099666,0.9987720386333211
2,ZNF763,-0.046723295,0.75964123,0.9627337645099666,0.9987720386333211
2,WNT10B,-0.046723295,0.74564457,0.9627337645099666,0.9987720386333211
2,ESR2,-0.046723295,0.74949193,0.9627337645099666,0.9987720386333211
2,RP5-940J5.6,-0.046723295,0.74651015,0.9627337645099666,0.9987720386333211
2,TLR9,-0.046723295,0.74864274,0.9627337645099666,0.9987720386333211
2,KLHDC9,-0.046723295,0.7520067,0.9627337645099666,0.9987720386333211
2,SEMA5A,-0.046723295,0.7574333,0.9627337645099666,0.9987720386333211
2,RP5-930J4.4,-0.046723295,0.7465081,0.9627337645099666,0.9987720386333211
2,COLCA2,-0.046723295,0.7529992,0.9627337645099666,0.9987720386333211
2,AP001412.1,-0.046723295,0.7517307,0.9627337645099666,0.9987720386333211
2,AC104655.3,-0.046723295,0.75170946,0.9627337645099666,0.9987720386333211
2,CLECL1,-0.046723295,0.79560024,0.9627337645099666,0.9987720386333211
2,SEPP1,-0.046723295,0.74592537,0.9627337645099666,0.9987720386333211
2,NUDT12,-0.046723295,0.7627829,0.9627337645099666,0.9987720386333211
2,CMTM4,-0.046723295,0.74676615,0.9627337645099666,0.9987720386333211
2,RP13-131K19.7,-0.046723295,0.76053506,0.9627337645099666,0.9987720386333211
2,TAL1,-0.046723295,0.8972423,0.9627337645099666,0.9987720386333211
2,AC004381.6,-0.046723295,0.8181932,0.9627337645099666,0.9987720386333211
2,RP11-884K10.7,-0.046723295,0.74579054,0.9627337645099666,0.9987720386333211
2,AC016683.5,-0.046723295,0.74875826,0.9627337645099666,0.9987720386333211
2,PHLDB1,-0.046723295,0.7466988,0.9627337645099666,0.9987720386333211
2,RP11-110I1.14,-0.046723295,0.81526774,0.9627337645099666,0.9987720386333211
2,RP5-1042K10.10,-0.046723295,0.7464717,0.9627337645099666,0.9987720386333211
2,RP11-484K9.4,-0.046723295,0.7690078,0.9627337645099666,0.9987720386333211
2,GAS8,-0.046723295,0.7654926,0.9627337645099666,0.9987720386333211
2,RP11-420A6.2,-0.046723295,0.76182437,0.9627337645099666,0.9987720386333211
2,TAS2R30,-0.046723295,0.7641822,0.9627337645099666,0.9987720386333211
2,AC137932.1,-0.046723295,0.75193745,0.9627337645099666,0.9987720386333211
2,ARHGAP42,-0.046723295,0.7487523,0.9627337645099666,0.9987720386333211
2,C4orf47,-0.046723295,0.7579535,0.9627337645099666,0.9987720386333211
2,NPAS2,-0.046723295,0.7511537,0.9627337645099666,0.9987720386333211
2,LA16c-358B7.3,-0.046723295,0.74657756,0.9627337645099666,0.9987720386333211
2,CELSR3,-0.046723295,0.8363118,0.9627337645099666,0.9987720386333211
2,GPM6A,-0.046723295,0.8354529,0.9627337645099666,0.9987720386333211
2,CCDC78,-0.046723295,0.757945,0.9627337645099666,0.9987720386333211
2,RP11-178L8.7,-0.046723295,0.7630871,0.9627337645099666,0.9987720386333211
2,RP11-388M20.6,-0.046723295,0.7537571,0.9627337645099666,0.9987720386333211
2,AASS,-0.046723295,0.7496485,0.9627337645099666,0.9987720386333211
2,CALD1,-0.046723295,0.7519056,0.9627337645099666,0.9987720386333211
2,RP11-707G14.1,-0.046723295,0.7462288,0.9627337645099666,0.9987720386333211
2,CCDC163P,-0.046723295,0.74811256,0.9627337645099666,0.9987720386333211
2,AC024940.1,-0.046723295,0.7479187,0.9627337645099666,0.9987720386333211
2,RTKN,-0.046723295,0.74654853,0.9627337645099666,0.9987720386333211
2,HAS3,-0.046723295,0.75107026,0.9627337645099666,0.9987720386333211
2,RP11-996F15.2,-0.046723295,0.75335217,0.9627337645099666,0.9987720386333211
2,CTRL,-0.046723295,0.7625872,0.9627337645099666,0.9987720386333211
2,SEC14L5,-0.046723295,0.85305375,0.9627337645099666,0.9987720386333211
2,RP11-466F5.8,-0.046723295,0.7481756,0.9627337645099666,0.9987720386333211
2,ANKHD1-EIF4EBP3,-0.046723295,0.8179714,0.9627337645099666,0.9987720386333211
2,RP11-77H9.2,-0.046723295,0.7468993,0.9627337645099666,0.9987720386333211
2,MADCAM1,-0.046723295,0.7808983,0.9627337645099666,0.9987720386333211
2,C10orf32,-0.047757283,,0.9619096822082943,0.9987720386333211
2,GCNT2,-0.050116066,1.2367725,0.9600298981614404,0.9987720386333211
2,AP000350.4,-0.05024531,0.874619,0.9599269026221635,0.9987720386333211
2,MYO7B,-0.050309937,0.99373966,0.9598754051032418,0.9987720386333211
2,IL4I1,-0.05037456,1.405536,0.9598239077517505,0.9987720386333211
2,PTBP2,-0.05037456,1.1849145,0.9598239077517505,0.9987720386333211
2,ZNF844,-0.05050381,1.4590305,0.9597209135519176,0.9987720386333211
2,SYVN1,-0.05157011,,0.9588712372138375,0.9987720386333211
2,C19orf33,-0.053056467,0.8122393,0.9576869180604892,0.9987720386333211
2,MRVI1-AS1,-0.053088777,0.82242,0.9576611730196958,0.9987720386333211
2,SCGB1C1,-0.053088777,0.77236867,0.9576611730196958,0.9987720386333211
2,ZNF823,-0.053088777,0.79384035,0.9576611730196958,0.9987720386333211
2,ARHGAP33,-0.053088777,0.68606293,0.9576611730196958,0.9987720386333211
2,GNAL,-0.05312109,0.79316175,0.9576354280230657,0.9987720386333211
2,SH3BGRL2,-0.05312109,0.8062993,0.9576354280230657,0.9987720386333211
2,TCL1B,-0.05312109,0.81952786,0.9576354280230657,0.9987720386333211
2,7SK-2,-0.05312109,0.8106448,0.9576354280230657,0.9987720386333211
2,AP003419.16,-0.05312109,0.8401613,0.9576354280230657,0.9987720386333211
2,ORC2,-0.054736696,7.456224,0.9563482350920403,0.9987720386333211
2,CPNE5,-0.05544756,1.4803153,0.9557819060641087,0.9987720386333211
2,TAOK2,-0.055641435,3.4733195,0.9556274565548944,0.9987720386333211
2,EXOC6,-0.058872644,,0.9530535478024854,0.9987720386333211
2,AP001189.4,-0.059260387,0.8544998,0.9527447111246298,0.9987720386333211
2,CYTL1,-0.059454262,1.0589575,0.9525902954439398,0.9987720386333211
2,RP11-1100L3.8,-0.059518885,1.0999049,0.9525388239456176,0.9987720386333211
2,AC123768.4,-0.062297724,0.91284573,0.9503257396409941,0.9987720386333211
2,RP11-266J6.2,-0.062297724,0.9063745,0.9503257396409941,0.9987720386333211
2,SAMD14,-0.062297724,0.95014435,0.9503257396409941,0.9987720386333211
2,H1FX-AS1,-0.062297724,0.95276856,0.9503257396409941,0.9987720386333211
2,CITF22-92A6.1,-0.062297724,0.9152196,0.9503257396409941,0.9987720386333211
2,C15orf26,-0.062297724,0.93096536,0.9503257396409941,0.9987720386333211
2,FBXO36,-0.062297724,0.9315957,0.9503257396409941,0.9987720386333211
2,FAM154B,-0.062297724,0.95247483,0.9503257396409941,0.9987720386333211
2,PCBP3,-0.062297724,0.92464846,0.9503257396409941,0.9987720386333211
2,RP11-66B24.2,-0.062297724,0.9152382,0.9503257396409941,0.9987720386333211
2,OOEP,-0.062297724,0.92160565,0.9503257396409941,0.9987720386333211
2,RP11-134G8.7,-0.062297724,0.9074574,0.9503257396409941,0.9987720386333211
2,NEUROD2,-0.062297724,0.9439989,0.9503257396409941,0.9987720386333211
2,AC026202.1,-0.062297724,0.9221828,0.9503257396409941,0.9987720386333211
2,EPPK1,-0.062297724,0.9282684,0.9503257396409941,0.9987720386333211
2,PIFO,-0.062297724,0.92059666,0.9503257396409941,0.9987720386333211
2,CTD-2532N20.1,-0.062297724,0.9206941,0.9503257396409941,0.9987720386333211
