group,names,scores,logfoldchanges,pvals,pvals_adj
5,CTSS,18.010273,,1.6182818997106465e-72,2.4896644610933024e-70
5,S100A11,17.82007,,4.937441527577766e-71,7.053487896539667e-69
5,OAZ1,17.751936,,1.6651217985231258e-70,2.2201623980308344e-68
5,RP11-290F20.3,17.173973,,4.1594709566840914e-66,5.199338695855114e-64
5,CFD,17.062681,,2.813405082278776e-65,3.309888332092677e-63
5,S100A4,17.026316,,5.2401124660937875e-65,5.822347184548653e-63
5,CD68,16.922531,,3.069473142843274e-64,3.2310243608876565e-62
5,CST3,16.637024,,3.758429278571462e-62,3.619358879127245e-60
5,TIMP1,16.63636,,3.800326823083607e-62,3.619358879127245e-60
5,CEBPB,16.612915,,5.619398290291061e-62,5.108543900264601e-60
5,MS4A7,16.43446,,1.0838515277100842e-60,9.424795893131166e-59
5,RHOC,16.33992,,5.131950513744342e-60,4.276625428120285e-58
5,ACTB,16.106764,,2.2868196247437233e-58,1.8294556997949785e-56
5,SPI1,16.031326,,7.721670313452601e-58,5.93974639496354e-56
5,TYROBP,15.953692,,2.685379053594616e-57,1.9891696693293453e-55
5,NPC2,15.823196,,2.1527994952088785e-56,1.537713925149199e-54
5,TYMP,15.620838,,5.251104880094728e-55,3.6214516414446396e-53
5,ARPC3,15.59336,,8.07716646568919e-55,5.384777643792794e-53
5,LGALS1,15.564503,,1.2685306182554804e-54,8.184068504874067e-53
5,STXBP2,15.373993,,2.446169479996448e-53,1.52885592499778e-51
5,YBX1,15.2484,,1.687170454287713e-52,1.0225275480531594e-50
5,S100A6,14.796388,,1.5456401118525266e-49,8.906290931941501e-48
5,HCK,14.795826,,1.5586009130897629e-49,8.906290931941501e-48
5,IFI30,14.641988,,1.5157047529715382e-48,8.420581960952991e-47
5,NEAT1,14.212448,,7.669621194420648e-46,4.1457411861733236e-44
5,LY6E,13.837866,,1.5061283805476882e-43,7.723735284859939e-42
5,PFN1,13.8087015,,2.2586546195269566e-43,1.1293273097634782e-41
5,HLA-DPA1,13.749864,,5.1025698291253454e-43,2.429795156726355e-41
5,FKBP1A,13.725961,,7.098220083784521e-43,3.3014977133881493e-41
5,BRI3,13.705428,,9.420964418547334e-43,4.282256553885152e-41
5,MYL6,13.542755,,8.744676329372476e-42,3.886522813054434e-40
5,PYCARD,13.493876,,1.6992621524908048e-41,7.388096315177413e-40
5,CFP,13.457307,,2.788979623723641e-41,1.1867998398824006e-39
5,ARPC2,13.039667,,7.277366442409625e-39,2.970353649963112e-37
5,PRELID1,12.99273,,1.3454121507425384e-38,5.276126081343288e-37
5,FGR,12.958509,,2.1029370773711807e-38,7.935611612721437e-37
5,SRGN,12.910806,,3.9118644739324264e-38,1.4488386940490468e-36
5,FAM26F,12.743842,,3.3736308565034847e-37,1.226774856910358e-35
5,ARPC1B,12.718253,,4.682086841725893e-37,1.6721738720449616e-35
5,TKT,12.708038,,5.335604568884992e-37,1.8721419539947337e-35
5,ANXA2,12.630098,,1.4409822164250958e-36,4.968904194569296e-35
5,CYBA,12.405828,,2.429862273935428e-35,8.099540913118093e-34
5,LILRA5,12.124866,,7.798793270089147e-34,2.515739764544886e-32
5,CSTB,11.908819,,1.0647455496380155e-32,3.380144602025446e-31
5,GABARAP,11.700332,,1.2695662617318662e-31,3.967394567912082e-30
5,EMP3,11.696245,,1.3321827288923155e-31,4.099023781207125e-30
5,LYZ,11.669125,,1.8329937539143269e-31,5.5545265270131116e-30
5,HLA-DRB1,11.454355,,2.236218492500258e-30,6.675279082090322e-29
5,DRAP1,11.420696,,3.295815932948496e-30,9.693576273377928e-29
5,RGS2,11.223292,,3.133822169053661e-29,8.8276680818413e-28
5,ASAH1,11.171911,,5.596374750692281e-29,1.554548541858967e-27
5,ISG15,11.155465,,6.733995443831313e-29,1.8449302585839215e-27
5,MT2A,11.092183,,1.3690527278010135e-28,3.700142507570307e-27
5,CALM2,10.945343,,6.995256578258675e-28,1.8408569942785987e-26
5,TPI1,10.827105,,2.5612647883413184e-27,6.567345611131585e-26
5,RNASET2,10.767602,,4.895849144330908e-27,1.239455479577445e-25
5,SLC7A7,10.60595,,2.796065818059066e-26,6.990164545147665e-25
5,FCN1,10.565805,,4.2926712750707906e-26,1.0599188333508124e-24
5,C5AR1,10.558297,,4.650188636222907e-26,1.1341923502982699e-24
5,S100A9,10.492258,,9.37607204579343e-26,2.2592944688658865e-24
5,CDA,10.486844,,9.928980573252876e-26,2.364042993631637e-24
5,C1orf162,10.473054,,1.1487637539490773e-25,2.7029735387037113e-24
5,HLA-DRB5,10.293424,,7.544538438215365e-25,1.7545438228407828e-23
5,MAFB,10.117828,,4.605218145137865e-24,1.046640487531333e-22
5,APOBEC3A,10.058224,,8.450943123779952e-24,1.8990883424224613e-22
5,AP2S1,9.99678,,1.5743218318337994e-23,3.4984929596306655e-22
5,HLA-DRA,9.881198,,5.022872177398428e-23,1.1039279510765777e-21
5,LGALS3,9.857703,,6.348465193945474e-23,1.3801011291185813e-21
5,SH3BGRL3,9.770212,,1.511348314039368e-22,3.2156347107220592e-21
5,NAP1L1,9.697431,,3.091860990703959e-22,6.509181033060967e-21
5,RAC1,9.6420145,,5.313480670549938e-22,1.1069751396979037e-20
5,TNFSF10,9.627305,,6.131651979220592e-22,1.2642581400454828e-20
5,ATP6V0B,9.579346,,9.766167323828312e-22,1.972963095722891e-20
5,HLA-DPB1,9.460597,,3.0619108601072926e-21,6.003746784524103e-20
5,SOD2,9.319835,,1.1652212337617191e-20,2.219469016688989e-19
5,TSPO,9.236939,,2.5364767061076814e-20,4.741077955341461e-19
5,ITGB2,9.217276,,3.0474340493648473e-20,5.6433963877126805e-19
5,NCF2,9.204916,,3.419389817202404e-20,6.274109756334686e-19
5,CFL1,9.089487,,9.950773667406955e-20,1.7929321923255776e-18
5,CD74,9.056595,,1.345868712693425e-19,2.4033369869525443e-18
5,GMFG,8.981208,,2.6781008112185817e-19,4.7400014357851e-18
5,ALDOA,8.886618,,6.299752051841155e-19,1.1052196582177465e-17
5,RHOA,8.828698,,1.0590082281122013e-18,1.8417534401951327e-17
5,AP1S2,8.584662,,9.110329067171047e-18,1.544123570706957e-16
5,FCGRT,8.57455,,9.947502646917742e-18,1.671849184355923e-16
5,SERP1,8.454576,,2.8010552218553254e-17,4.629843341909629e-16
5,TNFSF13B,8.445944,,3.015997378582993e-17,4.944257997677038e-16
5,SERF2,8.374286,,5.555996805428819e-17,9.03414114703873e-16
5,LAMTOR4,8.264883,,1.3983177146327256e-16,2.2195519279884532e-15
5,IFI6,8.042196,,8.824213411056945e-16,1.3896399072530621e-14
5,PSME2,8.021103,,1.0480003649829813e-15,1.6375005702859083e-14
5,TUBA1B,7.9443374,,1.9523183199305515e-15,3.026850108419459e-14
5,S100A10,7.93259,,2.1462209099020904e-15,3.301878322926293e-14
5,LSP1,7.787231,,6.849369569775025e-15,1.037783268147731e-13
5,PPP1CA,7.738863,,1.0030976477371748e-14,1.4971606682644399e-13
5,SLC25A5,7.6949897,,1.4150553526789847e-14,2.0963783002651623e-13
5,ARPC5,7.4485536,,9.43691428014949e-14,1.3776517197298523e-12
5,CAPZB,7.375925,,1.6320778823899473e-13,2.3315398319856387e-12
5,COX6B1,7.3185167,,2.5072639694568565e-13,3.5564027935558253e-12
5,CLIC1,7.309834,,2.674722082171844e-13,3.767214200242034e-12
5,EIF4A1,7.262743,,3.793177215838066e-13,5.305142959214079e-12
5,HIGD2A,7.1619725,,7.952439067914094e-13,1.1045054260991799e-11
5,PSMB9,7.054409,,1.7333606853895617e-12,2.3908423246752577e-11
5,TCEB2,6.93423,,4.0844063208601786e-12,5.482424591758629e-11
5,LINC00936,6.8684454,,6.490537487931492e-12,8.654049983908656e-11
5,SLC25A6,6.857311,,7.0168800560134156e-12,9.293880868891942e-11
5,TUBA1A,6.8046527,,1.0129326588165842e-11,1.3328061300218214e-10
5,BRK1,6.734629,,1.6434861276394534e-11,2.1483478792672593e-10
5,TALDO1,6.673799,,2.49265047144833e-11,3.237208404478351e-10
5,PPDPF,6.567512,,5.116283435504263e-11,6.601656045811952e-10
5,CD48,6.5388594,,6.198986378013436e-11,7.896797933775077e-10
5,CD79B,6.3409953,,2.2828572677108685e-10,2.853571584638586e-09
5,CORO1A,6.2021737,,5.568857118635776e-10,6.875132245229353e-09
5,ARL6IP4,6.166166,,6.996567987654633e-10,8.480688469884404e-09
5,GRN,6.151865,,7.657707960205832e-10,9.226154168922688e-09
5,CPVL,6.1347036,,8.531801423595738e-10,1.0217726255803278e-08
5,PSMA7,5.894039,,3.768680770481493e-09,4.459977243173364e-08
5,CHCHD2,5.6180816,,1.9308935601022508e-08,2.2194178851750011e-07
5,MNDA,5.6099095,,2.024323527392145e-08,2.31351260273388e-07
5,ATP5E,5.5546465,,2.7817400065339832e-08,3.161068189243163e-07
5,PLEK,5.471752,,4.456079265543455e-08,5.035117814173396e-07
5,IGSF6,5.409645,,6.314978614064004e-08,7.09548158883596e-07
5,CTSD,5.3825245,,7.344845895375133e-08,8.160939883750148e-07
5,SLC25A3,5.2429876,,1.5799701128777915e-07,1.745823329146731e-06
5,MT-CO2,5.239055,,1.614009262143299e-07,1.7736365518058233e-06
5,FPR1,5.1269455,,2.944804204681402e-07,3.200874135523263e-06
5,CD52,4.9828634,,6.265014607578392e-07,6.736574846858486e-06
5,SCPEP1,4.812069,,1.4937563517126789e-06,1.580694552076909e-05
5,MPP1,4.8038974,,1.5560675148574052e-06,1.637965805113058e-05
5,CRIP1,4.7843866,,1.7151030052272523e-06,1.7959193772013113e-05
5,GAPDH,4.775806,,1.789888730604685e-06,1.8644674277132135e-05
5,BST2,4.7741203,,1.8049425138473038e-06,1.870406750100833e-05
5,ZFP36,4.684382,,2.8080586308020054e-06,2.880060134155903e-05
5,CEBPD,4.5784016,,4.685423146008734e-06,4.781044026539524e-05
5,G0S2,4.442951,,8.873332092075645e-06,8.873332092075645e-05
5,CX3CR1,4.3743577,,1.217905914809849e-05,0.00012118466814028347
5,NUP214,4.3717527,,1.2325303848997109e-05,0.00012203271137620898
5,VIM,4.3361535,,1.4499763584873702e-05,0.00014285481364407587
5,GPX4,4.284466,,1.8317874429074028e-05,0.0001788341646856887
5,GSTP1,4.2843127,,1.833050188028309e-05,0.0001788341646856887
5,PSMB8,4.2058616,,2.6008933061881006e-05,0.0002525139132221457
5,ACTG1,4.156983,,3.224779890998691e-05,0.00030859137712906136
5,ENO1,4.148096,,3.3525187427535516e-05,0.0003192874993098621
5,ATP6V0E1,4.093037,,4.2575926483764577e-05,0.0004035632842062993
5,NDUFA4,4.084661,,4.4141214546212945e-05,0.00041642655232276366
5,DUSP1,4.016629,,5.903648587097225e-05,0.0005517428586072173
5,S100A8,3.9027834,,9.509279294267845e-05,0.0008724109444282428
5,UBC,3.7650855,,0.00016649205011114884,0.001513564091919535
5,MYL12B,3.4698217,,0.0005208037694475527,0.00465003365578172
5,ATP5G2,3.4401474,,0.0005813976514395249,0.005167979123906888
5,HLA-DQA1,3.420075,,0.0006260389916576094,0.005491570102259731
5,PRKCB,3.3749247,,0.0007383588815944414,0.006448549184230929
5,ID2,3.3388658,,0.0008412117569987385,0.007251825491368435
5,MT-ND5,3.3072505,,0.0009421659305736905,0.00808726120664112
5,GCA,3.1680715,,0.0015345376521135102,0.01289527438750849
5,CD63,3.1623,,0.0015652818371743953,0.013098592779702054
5,PABPC1,3.1197035,,0.001810330869294111,0.015023492691237436
5,ATP5L,3.062755,,0.0021930941994201445,0.01786963313444117
5,RAC2,3.0426826,,0.0023447940444822385,0.018986186594997883
5,C1QA,2.9981966,,0.002715824790506669,0.021726598324053353
5,APOBEC3B,2.9741402,,0.0029381073158310195,0.023411213671960314
5,GPX1,2.9612184,,0.0030642463407257246,0.024319415402585115
5,LY86,2.88052,,0.003970197013870992,0.030896474816116667
5,TNNI2,2.8713267,,0.004087530019165914,0.03168627921834042
5,UQCR11-1,2.7878191,,0.005306415363495082,0.04081857971919294
5,SOD1,2.7742844,,0.005532330149308256,0.0423933344774579
5,PMAIP1,2.684086,,0.007272836714920917,0.055097247840309976
5,RGS10,2.6810727,,0.00733865677723764,0.055386088884812376
5,GSTK1,2.6092105,,0.009075142920042436,0.06811062230563926
5,MT-ATP6,2.6085465,,0.009092768077802842,0.06811062230563926
5,PLAC8,2.534692,,0.011254618078206243,0.08398968715079286
5,HLA-DMA,2.522945,,0.011637662044272202,0.08652536835890112
5,EAF2,2.5198805,,0.011739469846761184,0.0869590359019347
5,BLVRB,2.492351,,0.012690052626795314,0.09365352492099863
5,PSME1,2.4905124,,0.01275590428857311,0.09379341388656698
5,ATP5D,2.4796846,,0.01314986667419941,0.09633601959120446
5,RBM3,2.471104,,0.0134696656038448,0.09831872703536348
5,IFITM1,2.3649194,,0.018033999141541766,0.13068115319957802
5,APOBEC3G,2.3541424,,0.018565491185846997,0.13404686776784835
5,DOK3,2.3214545,,0.020262320980121873,0.14524961276073026
5,RETN,2.2717588,,0.023101084234253208,0.163258545825111
5,YWHAB,2.2093964,,0.027147083573986677,0.19050584964201178
5,LYPD2,2.18391,,0.028968861317607248,0.20117264803893925
5,IFIT2,2.1800284,,0.029255362327721503,0.2024592548631246
5,LAPTM5,2.1701198,,0.02999777178482974,0.20688118472296374
5,NFKBIA,2.1642973,,0.030441542642582024,0.20922022434764279
5,PLBD1,2.145655,,0.031900518790622986,0.21775098150595895
5,GPSM3,2.0327795,,0.04207480571723542,0.28143682754003624
5,ITM2B,1.9924815,,0.046318260850378705,0.30878840566919136
5,EIF3K,1.9902341,,0.04656514974854024,0.3094029883623936
5,CD37,1.9726133,,0.04853963570741707,0.3214545411087223
5,MARCH1,1.8995763,,0.05748875074350625,0.37574346891180554
5,C10orf32,1.8735791,,0.06098845394782714,0.3960289217391373
5,H1F0,1.8433428,,0.06527897110858058,0.42251761235327234
5,FOSB,1.8367542,,0.06624619359783071,0.4273947974053594
5,C1QB,1.779295,,0.07519141749123011,0.4789262260587905
5,IGFBP7,1.7203546,,0.08536801044078945,0.5420191139097743
5,COX7C,1.6236699,,0.10444628850677481,0.6548356646192778
5,JUND,1.6051807,,0.1084540320027685,0.6757260560920155
5,UBE2D3,1.5571704,,0.11943003819713141,0.7380459904149318
5,ATP6V1G1,1.5566086,,0.11956345044721896,0.7380459904149318
5,SWAP70,1.515289,,0.12969923378272247,0.7884451901685257
5,MEF2C,1.4833162,,0.13799043809577058,0.8312676993721119
5,UBE2D4,1.4759103,,0.13996798006238262,0.8381316171400156
5,KCNQ1OT1,1.472948,,0.14076507510661923,0.8403885080992193
5,RBP7,1.4492491,,0.14726800218497535,0.8760951240180211
5,ALDH2,1.4460826,,0.1481540471267827,0.8760951240180211
5,IL1B,1.4122199,,0.15788521539569123,0.9287365611511248
5,YPEL2,1.3901556,,0.16448163730191923,0.9570100087121955
5,FXYD5,1.3847927,,0.1661158562693753,0.9574400937716157
5,VAMP8,1.3758546,,0.16886664605582125,0.9704979658380533
5,HLA-DMB,1.3728412,,0.16980171733783989,0.9730757440563891
5,SLA,1.3349948,,0.18187806987432176,0.9997147371010813
5,GAPT,1.3312663,,0.18310141281225856,0.9997147371010813
5,SRP14,1.2939817,,0.1956717694741129,0.9997147371010813
5,IRF8,1.2905596,,0.19685643097317074,0.9997147371010813
5,FCGR3B,1.2640518,,0.20621145262530638,0.9997147371010813
5,IFT57,1.2610383,,0.20729503598705823,0.9997147371010813
5,NCOR2,1.2373906,,0.21594207953507594,0.9997147371010813
5,CTC-378H22.1,1.2320789,,0.21791961692272543,0.9997147371010813
5,CA2,1.197348,,0.23117094965708562,0.9997147371010813
5,HLA-DQA2,1.1795229,,0.23819004127067722,0.9997147371010813
5,RGS18,1.1337087,,0.2569167571833495,0.9997147371010813
5,TAGLN2,1.1219105,,0.26190053344428066,0.9997147371010813
5,IL8,1.1002036,,0.2712434245054878,0.9997147371010813
5,S100B,1.0624592,,0.2880272378771406,0.9997147371010813
5,HIST1H2AC,1.0605695,,0.28888558845397827,0.9997147371010813
5,GMPPA,1.05679,,0.29060745616054817,0.9997147371010813
5,PARVB,1.0421826,,0.2973270506624328,0.9997147371010813
5,SMIM14,1.0233359,,0.30614904187698044,0.9997147371010813
5,CHN2,1.0230294,,0.3062939078696173,0.9997147371010813
5,CSF3R,0.9975942,,0.31847617560810815,0.9997147371010813
5,GFI1B,0.996777,,0.31887276451377966,0.9997147371010813
5,JAZF1,0.96332294,,0.3353854715567296,0.9997147371010813
5,SUMO2,0.95561063,,0.3392689729093912,0.9997147371010813
5,ASGR1,0.94989026,,0.3421680076036744,0.9997147371010813
5,TRMT61A,0.9490731,,0.34258344505736527,0.9997147371010813
5,HVCN1,0.9328313,,0.35090709142717613,0.9997147371010813
5,UCP2,0.9295114,,0.35262411614343436,0.9997147371010813
5,EXOC3L1,0.927213,,0.3538159343567242,0.9997147371010813
5,LGALS2,0.9206244,,0.3572465682368119,0.9997147371010813
5,SPG7,0.9061702,,0.36484577563652965,0.9997147371010813
5,DSCR3,0.90591484,,0.36498093877445315,0.9997147371010813
5,HIST1H2BK,0.8998369,,0.36820704721464614,0.9997147371010813
5,UBE2Q1,0.8673533,,0.38574846064449986,0.9997147371010813
5,PKN2,0.8545846,,0.39278116416064446,0.9997147371010813
5,PPBP,0.8102516,,0.41779558327937516,0.9997147371010813
5,HAVCR2,0.8069828,,0.41967638443717237,0.9997147371010813
5,NT5C3A,0.8063699,,0.4200295879254532,0.9997147371010813
5,RNF14,0.79671675,,0.42561554377294086,0.9997147371010813
5,FAM210B,0.7964103,,0.4257935829832683,0.9997147371010813
5,CD180,0.7932437,,0.42763586504494167,0.9997147371010813
5,PGRMC1,0.7775126,,0.4368563922362685,0.9997147371010813
5,CLEC2B,0.760045,,0.4472276769583001,0.9997147371010813
5,GMPR,0.7561633,,0.4495512774212167,0.9997147371010813
5,FEM1A,0.753916,,0.45089964260669246,0.9997147371010813
5,RNF25,0.73869574,,0.46009178267594475,0.9997147371010813
5,CEACAM4,0.736142,,0.4616442964390771,0.9997147371010813
5,LIMD2,0.7343033,,0.4627639155118368,0.9997147371010813
5,RABL6,0.72797,,0.4666319488314903,0.9997147371010813
5,ACBD3,0.7263356,,0.46763305549308876,0.9997147371010813
5,HBP1,0.72184104,,0.4703922264912008,0.9997147371010813
5,ARSD,0.71203464,,0.4764433217913173,0.9997147371010813
5,AIM2,0.7115239,,0.47675964715035957,0.9997147371010813
5,NECAB3,0.70038956,,0.48368404305546486,0.9997147371010813
5,ARL11,0.69395417,,0.4877109658845987,0.9997147371010813
5,FRAT1,0.68568003,,0.49291491008236066,0.9997147371010813
5,SYCE1,0.68562895,,0.4929471253356913,0.9997147371010813
5,CD53,0.68144083,,0.49559261108550057,0.9997147371010813
5,ACRBP,0.68138975,,0.49562491982274537,0.9997147371010813
5,RP11-468E2.4,0.67730373,,0.4982132580729187,0.9997147371010813
5,TREM1,0.6612152,,0.5084743409681408,0.9997147371010813
5,CLU,0.647476,,0.5173239086381634,0.9997147371010813
5,RELB,0.64665884,,0.517852778112543,0.9997147371010813
5,COQ7,0.64206207,,0.5208328718581541,0.9997147371010813
5,C4orf33,0.6380272,,0.5234559924880932,0.9997147371010813
5,NRGN,0.63016164,,0.5285888319268671,0.9997147371010813
5,RUFY1,0.6232665,,0.5331093838843133,0.9997147371010813
5,GNG11,0.6178526,,0.536672505625869,0.9997147371010813
5,C5orf56,0.61116177,,0.5410924734420853,0.9997147371010813
5,NXT2,0.5989549,,0.5492029579972776,0.9997147371010813
5,DAGLB,0.59017,,0.55507666491344,0.9997147371010813
5,SNCA,0.5877695,,0.5566870133119248,0.9997147371010813
5,SDPR,0.58485824,,0.5586430392983914,0.9997147371010813
5,CXCL10,0.58399,,0.5592270612882531,0.9997147371010813
5,C16orf93,0.57602227,,0.5646001154804527,0.9997147371010813
5,USP38,0.5695869,,0.5689579445277522,0.9997147371010813
5,C19orf43,0.5672885,,0.5705181966849966,0.9997147371010813
5,TPM1,0.5654498,,0.57176786434191,0.9997147371010813
5,ARIH2OS,0.5480843,,0.5836339924603898,0.9997147371010813
5,CARS,0.54124033,,0.5883419572186677,0.9997147371010813
5,GGA3,0.53695,,0.5913021377507941,0.9997147371010813
5,RCE1,0.5329662,,0.5940569907141651,0.9997147371010813
5,CDK19,0.51314914,,0.6078470031969756,0.9997147371010813
5,FRY-AS1,0.5128427,,0.6080613677627282,0.9997147371010813
5,PPIL2,0.51136154,,0.6090979378632382,0.9997147371010813
5,MT-ND2,0.4983885,,0.618210240659326,0.9997147371010813
5,SREBF1,0.49317887,,0.6218862106148169,0.9997147371010813
5,CEP85L,0.48056337,,0.6308268520432251,0.9997147371010813
5,HLA-DQB1,0.48041016,,0.630935779225206,0.9997147371010813
5,MLLT11,0.47882682,,0.6320618292745053,0.9997147371010813
5,REPS2,0.47269785,,0.636428764458516,0.9997147371010813
5,ARHGAP18,0.4668753,,0.6405890904477237,0.9997147371010813
5,MADD,0.46074632,,0.6449806133836402,0.9997147371010813
5,DPY19L4,0.45155284,,0.651591142104168,0.9997147371010813
5,SLC2A13,0.4506335,,0.6522537148002495,0.9997147371010813
5,PF4,0.44838622,,0.6538744918760786,0.9997147371010813
5,CCDC151,0.4463943,,0.6553124559797782,0.9997147371010813
5,PACS1,0.43852878,,0.6610030248976418,0.9997147371010813
5,FUT11,0.43224657,,0.6655622269370522,0.9997147371010813
5,HSP90AA1,0.43081647,,0.6666018316124427,0.9997147371010813
5,CHPF2,0.42530036,,0.6706177216009289,0.9997147371010813
5,WDYHV1,0.41973323,,0.6746803591357827,0.9997147371010813
5,CCL3,0.41641334,,0.6771075633304713,0.9997147371010813
5,SURF6,0.41477895,,0.6783037294379148,0.9997147371010813
5,CXCL2,0.41355315,,0.6792013864943571,0.9997147371010813
5,NMNAT3,0.4114591,,0.6807359363220038,0.9997147371010813
5,ALG11,0.4098247,,0.6819345531287616,0.9997147371010813
5,MIS18A,0.40946716,,0.6821968577044272,0.9997147371010813
5,PIGU,0.40303174,,0.6869248798268482,0.9997147371010813
5,SH2D1B,0.396392,,0.6918158658272091,0.9997147371010813
5,TRIP12,0.3935318,,0.6939267349103191,0.9997147371010813
5,PLEKHA2,0.38714746,,0.698647050147595,0.9997147371010813
5,PDCD2L,0.3830104,,0.7017120620748714,0.9997147371010813
5,IRF9,0.36799437,,0.7128774259775645,0.9997147371010813
5,MTERFD1,0.36380625,,0.7160027029076229,0.9997147371010813
5,ODC1,0.36258045,,0.7169183217380404,0.9997147371010813
5,C15orf57,0.36135465,,0.7178343476055546,0.9997147371010813
5,LINC00910,0.356809,,0.7212348104244026,0.9997147371010813
5,USP7,0.3553789,,0.722305763300918,0.9997147371010813
5,CNEP1R1,0.3439892,,0.7308544131989849,0.9997147371010813
5,FAM212A,0.3402607,,0.7336601887400037,0.9997147371010813
5,MMD,0.33311024,,0.7390510640959891,0.9997147371010813
5,PTPRJ,0.33070973,,0.7408637525346299,0.9997147371010813
5,EGFL7,0.32647052,,0.7440683933250569,0.9997147371010813
5,RNF168,0.32478505,,0.7453437635775855,0.9997147371010813
5,GOLGB1,0.32212916,,0.747354853869263,0.9997147371010813
5,PHRF1,0.31988186,,0.7490578906150609,0.9997147371010813
5,RP1-111C20.4,0.31783888,,0.7506071687972187,0.9997147371010813
5,SETD1B,0.31155667,,0.7553774789978289,0.9997147371010813
5,ACPP,0.30915615,,0.7572027576086732,0.9997147371010813
5,ANKRD22,0.3078282,,0.7582130689725879,0.9997147371010813
5,FBXO21,0.30547875,,0.760001553831072,0.9997147371010813
5,PACSIN2,0.30134168,,0.763153958121057,0.9997147371010813
5,ZNF350,0.3002691,,0.7639718920240247,0.9997147371010813
5,ADORA2A-AS1,0.3000648,,0.7641277188555966,0.9997147371010813
5,MAP3K7CL,0.29924762,,0.7647511216522546,0.9997147371010813
5,KCNE1,0.29904333,,0.7649069961894075,0.9997147371010813
5,IGF2R,0.2961831,,0.7670902369638651,0.9997147371010813
5,LRIG2,0.29536593,,0.7677143606052663,0.9997147371010813
5,UTP14C,0.29082027,,0.7711887877070577,0.9997147371010813
5,TIRAP,0.29025844,,0.7716185317503491,0.9997147371010813
5,CR1,0.28944123,,0.7722437390733625,0.9997147371010813
5,GOLGA1,0.28898156,,0.7725954832114201,0.9997147371010813
5,LIN52,0.28867513,,0.7728300052675662,0.9997147371010813
5,TTN-AS1,0.2882665,,0.7731427336131926,0.9997147371010813
5,MCFD2,0.28739825,,0.7738074035983655,0.9997147371010813
5,HCFC2,0.27973703,,0.77967927590469,0.9997147371010813
5,CEP68,0.2766725,-0.1942115,0.7820315699804922,0.9997147371010813
5,PTGS1,0.27330157,,0.7846213972049261,0.9997147371010813
5,IL1RAP,0.2726887,,0.7850925321416906,0.9997147371010813
5,KCTD10,0.27090105,,0.7864671248999642,0.9997147371010813
5,PRR5L,0.26967525,,0.7874100878619895,0.9997147371010813
5,PILRB,0.26523176,,0.7908309324106592,0.9997147371010813
5,TREML1,0.26421025,,0.791617906013804,0.9997147371010813
5,ALPK1,0.26410812,,0.7916966150700984,0.9997147371010813
5,IFT46,0.2639038,,0.7918540395523825,0.9997147371010813
5,FLJ27365,0.2559872,,0.7979607158580455,0.9997147371010813
5,TET2,0.25205445,,0.8009989829885575,0.9997147371010813
5,CTD-2571L23.8,0.2492964,,0.8031315159710518,0.9997147371010813
5,HIST1H2BF,0.2492964,,0.8031315159710518,0.9997147371010813
5,STAMBP,0.24919425,,0.8032105269363292,0.9997147371010813
5,KB-431C1.4,0.2484792,,0.803763659965228,0.9997147371010813
5,C6orf25,0.24643621,,0.8053445807203499,0.9997147371010813
5,TSC22D1,0.24623191,,0.8055027166860105,0.9997147371010813
5,PHF14,0.24444428,,0.8068867450426214,0.9997147371010813
5,IRGQ,0.24398461,,0.8072427359892347,0.9997147371010813
5,UQCC1,0.24291204,,0.8080735366838303,0.9997147371010813
5,TMEM234,0.24148194,,0.8091816075430918,0.9997147371010813
5,CCDC153,0.24066475,,0.809814962866061,0.9997147371010813
5,SUOX,0.24066475,,0.809814962866061,0.9997147371010813
5,TMEM140,0.23867282,2.7294183,0.8113592875652954,0.9997147371010813
5,MYO7B,0.23816209,,0.8117553867796437,0.9997147371010813
5,PTCRA,0.23805992,,0.8118346124078104,0.9997147371010813
5,WDR44,0.23805992,,0.8118346124078104,0.9997147371010813
5,IL4I1,0.23795778,,0.81191383996259,0.9997147371010813
5,RP1-20N2.6,0.2320331,,0.8165123078585157,0.9997147371010813
5,RP11-432J24.2,0.2320331,,0.8165123078585157,0.9997147371010813
5,C1QC,0.2320331,,0.8165123078585157,0.9997147371010813
5,SLC25A12,0.22549552,,0.8215938146151698,0.9997147371010813
5,STAG3,0.2252912,,0.8217527335700832,0.9997147371010813
5,ENKUR,0.22340144,,0.8232230798449001,0.9997147371010813
5,C5AR2,0.22340144,,0.8232230798449001,0.9997147371010813
5,RSPH9,0.22340144,,0.8232230798449001,0.9997147371010813
5,EDF1,0.22130738,,0.8248531074524517,0.9997147371010813
5,INTS12,0.22018373,1.0329111,0.8257280683384013,0.9997147371010813
5,MRE11A,0.21762998,,0.827717419311472,0.9997147371010813
5,GPKOW,0.21681279,4.184118,0.8283542457872674,0.9997147371010813
5,ARHGAP19,0.2147698,,0.8299468047745332,0.9997147371010813
5,ZNF836,0.21364614,,0.8308230105401928,0.9997147371010813
5,FADS1,0.2117053,,0.8323369517583965,0.9997147371010813
5,GTPBP2,0.2112967,,0.8326557556894877,0.9997147371010813
5,TBC1D23,0.2110924,,0.832815167980205,0.9997147371010813
5,ZNF333,0.20986661,,0.8337717858763825,0.9997147371010813
5,SEPT11,0.20618922,3.312909,0.8366431108158332,0.9997147371010813
5,SLC22A4,0.20613815,,0.8366830057498271,0.9997147371010813
